match_id,team,opponent,venue,runs_scored,wickets_lost,overs_played,result,player_of_match,match_date
4652,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,131,5,20,Loss,Bumrah,2035-12-25
4653,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,134,7,20,Loss,MS Dhoni,2035-12-26
4654,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,167,9,20,Win,Jadeja,2035-12-27
4655,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,152,6,20,Win,MS Dhoni,2035-12-28
4656,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,172,4,20,Win,Rohit Sharma,2035-12-29
4657,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,120,3,20,Win,Bumrah,2035-12-30
4658,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,171,9,20,Loss,Jadeja,2035-12-31
4659,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,196,5,20,Loss,Rohit Sharma,2036-01-01
4660,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,175,10,20,Loss,MS Dhoni,2036-01-02
4661,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,180,9,20,Win,MS Dhoni,2036-01-03
4662,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,144,4,20,Loss,Bumrah,2036-01-04
4663,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,124,6,20,Win,Bumrah,2036-01-05
4664,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,140,8,20,Loss,Jadeja,2036-01-06
4665,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,166,9,20,Loss,MS Dhoni,2036-01-07
4666,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,183,5,20,Win,Rohit Sharma,2036-01-08
4667,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,186,6,20,Loss,Jadeja,2036-01-09
4668,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,182,5,20,Win,Jadeja,2036-01-10
4669,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,178,3,20,Win,Bumrah,2036-01-11
4670,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,129,5,20,Win,Bumrah,2036-01-12
4671,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,176,6,20,Win,Rohit Sharma,2036-01-13
4672,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,198,9,20,Loss,Rohit Sharma,2036-01-14
4673,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,131,3,20,Loss,Bumrah,2036-01-15
4674,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,180,4,20,Win,Rohit Sharma,2036-01-16
4675,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,180,3,20,Loss,Jadeja,2036-01-17
4676,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,202,9,20,Win,Jadeja,2036-01-18
4677,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,183,3,20,Loss,Jadeja,2036-01-19
4678,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,166,4,20,Win,Bumrah,2036-01-20
4679,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,187,6,20,Loss,Bumrah,2036-01-21
4680,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,167,9,20,Win,MS Dhoni,2036-01-22
4681,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,161,6,20,Loss,Bumrah,2036-01-23
4682,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,160,7,20,Win,MS Dhoni,2036-01-24
4683,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,176,10,20,Loss,Rohit Sharma,2036-01-25
4684,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,212,10,20,Win,Jadeja,2036-01-26
4685,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,215,8,20,Loss,MS Dhoni,2036-01-27
4686,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,167,7,20,Win,Bumrah,2036-01-28
4687,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,156,10,20,Loss,MS Dhoni,2036-01-29
4688,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,195,4,20,Win,Bumrah,2036-01-30
4689,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,182,6,20,Loss,Jadeja,2036-01-31
4690,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,217,9,20,Loss,MS Dhoni,2036-02-01
4691,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,218,7,20,Win,MS Dhoni,2036-02-02
4692,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,122,8,20,Win,MS Dhoni,2036-02-03
4693,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,196,10,20,Win,Bumrah,2036-02-04
4694,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,187,6,20,Win,MS Dhoni,2036-02-05
4695,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,149,3,20,Win,Bumrah,2036-02-06
4696,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,205,4,20,Loss,Rohit Sharma,2036-02-07
4697,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,212,3,20,Win,Bumrah,2036-02-08
4698,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,167,10,20,Win,Jadeja,2036-02-09
4699,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,137,4,20,Loss,Bumrah,2036-02-10
4700,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,189,4,20,Win,Rohit Sharma,2036-02-11
4701,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,123,6,20,Win,Rohit Sharma,2036-02-12
4702,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,121,9,20,Win,Bumrah,2036-02-13
4703,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,132,5,20,Loss,Jadeja,2036-02-14
4704,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,128,7,20,Loss,Rohit Sharma,2036-02-15
4705,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,181,3,20,Win,MS Dhoni,2036-02-16
4706,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,183,3,20,Loss,Bumrah,2036-02-17
4707,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,215,10,20,Loss,MS Dhoni,2036-02-18
4708,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,154,3,20,Loss,Bumrah,2036-02-19
4709,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,145,8,20,Loss,Rohit Sharma,2036-02-20
4710,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,158,8,20,Win,Jadeja,2036-02-21
4711,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,155,5,20,Loss,Jadeja,2036-02-22
4712,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,158,3,20,Win,MS Dhoni,2036-02-23
4713,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,180,10,20,Win,MS Dhoni,2036-02-24
4714,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,190,8,20,Win,Rohit Sharma,2036-02-25
4715,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,190,3,20,Loss,MS Dhoni,2036-02-26
4716,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,193,7,20,Loss,Rohit Sharma,2036-02-27
4717,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,190,5,20,Win,Bumrah,2036-02-28
4718,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,196,4,20,Loss,Jadeja,2036-02-29
4719,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,206,7,20,Win,Bumrah,2036-03-01
4720,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,150,4,20,Loss,Bumrah,2036-03-02
4721,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,141,8,20,Loss,Jadeja,2036-03-03
4722,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,124,4,20,Win,Jadeja,2036-03-04
4723,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,192,8,20,Loss,Rohit Sharma,2036-03-05
4724,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,208,5,20,Win,Bumrah,2036-03-06
4725,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,134,6,20,Win,Jadeja,2036-03-07
4726,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,179,4,20,Win,MS Dhoni,2036-03-08
4727,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,207,8,20,Win,Bumrah,2036-03-09
4728,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,188,8,20,Win,Jadeja,2036-03-10
4729,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,126,8,20,Loss,Rohit Sharma,2036-03-11
4730,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,158,8,20,Win,MS Dhoni,2036-03-12
4731,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,130,5,20,Loss,MS Dhoni,2036-03-13
4732,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,169,10,20,Loss,Rohit Sharma,2036-03-14
4733,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,173,4,20,Loss,Jadeja,2036-03-15
4734,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,177,9,20,Win,Bumrah,2036-03-16
4735,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,121,8,20,Loss,Rohit Sharma,2036-03-17
4736,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,148,10,20,Win,Jadeja,2036-03-18
4737,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,172,5,20,Loss,MS Dhoni,2036-03-19
4738,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,172,3,20,Loss,Jadeja,2036-03-20
4739,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,193,5,20,Loss,Rohit Sharma,2036-03-21
4740,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,171,10,20,Win,MS Dhoni,2036-03-22
4741,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,201,5,20,Loss,Jadeja,2036-03-23
4742,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,175,9,20,Loss,Rohit Sharma,2036-03-24
4743,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,171,7,20,Loss,MS Dhoni,2036-03-25
4744,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,156,6,20,Loss,MS Dhoni,2036-03-26
4745,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,131,8,20,Win,Bumrah,2036-03-27
4746,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,158,8,20,Loss,Bumrah,2036-03-28
4747,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,189,8,20,Win,MS Dhoni,2036-03-29
4748,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,199,4,20,Loss,MS Dhoni,2036-03-30
4749,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,143,10,20,Win,MS Dhoni,2036-03-31
4750,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,136,10,20,Loss,Jadeja,2036-04-01
4751,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,162,8,20,Loss,Bumrah,2036-04-02
4752,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,167,10,20,Loss,Jadeja,2036-04-03
4753,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,132,9,20,Loss,Rohit Sharma,2036-04-04
4754,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,158,9,20,Win,Rohit Sharma,2036-04-05
4755,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,178,9,20,Loss,Rohit Sharma,2036-04-06
4756,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,142,9,20,Win,MS Dhoni,2036-04-07
4757,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,153,6,20,Win,Jadeja,2036-04-08
4758,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,153,9,20,Win,MS Dhoni,2036-04-09
4759,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,198,8,20,Loss,Rohit Sharma,2036-04-10
4760,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,4,20,Win,Rohit Sharma,2036-04-11
4761,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,169,6,20,Win,Bumrah,2036-04-12
4762,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,136,8,20,Loss,Rohit Sharma,2036-04-13
4763,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,185,8,20,Win,Rohit Sharma,2036-04-14
4764,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,136,9,20,Loss,MS Dhoni,2036-04-15
4765,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,164,6,20,Win,Jadeja,2036-04-16
4766,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,152,3,20,Loss,MS Dhoni,2036-04-17
4767,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,210,4,20,Loss,Jadeja,2036-04-18
4768,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,197,7,20,Win,MS Dhoni,2036-04-19
4769,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,211,4,20,Win,MS Dhoni,2036-04-20
4770,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,170,8,20,Loss,Rohit Sharma,2036-04-21
4771,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,208,6,20,Win,MS Dhoni,2036-04-22
4772,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,159,7,20,Win,Rohit Sharma,2036-04-23
4773,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,190,4,20,Win,Jadeja,2036-04-24
4774,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,123,10,20,Loss,Jadeja,2036-04-25
4775,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,120,10,20,Loss,Jadeja,2036-04-26
4776,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,187,3,20,Loss,Rohit Sharma,2036-04-27
4777,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,203,7,20,Win,Jadeja,2036-04-28
4778,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,192,9,20,Loss,MS Dhoni,2036-04-29
4779,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,163,6,20,Loss,MS Dhoni,2036-04-30
4780,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,163,8,20,Loss,MS Dhoni,2036-05-01
4781,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,214,6,20,Win,Rohit Sharma,2036-05-02
4782,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,151,3,20,Loss,Rohit Sharma,2036-05-03
4783,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,132,7,20,Loss,Rohit Sharma,2036-05-04
4784,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,160,4,20,Win,Rohit Sharma,2036-05-05
4785,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,143,3,20,Win,Jadeja,2036-05-06
4786,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,155,5,20,Win,Rohit Sharma,2036-05-07
4787,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,155,3,20,Win,Jadeja,2036-05-08
4788,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,166,4,20,Loss,Bumrah,2036-05-09
4789,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,141,8,20,Win,Rohit Sharma,2036-05-10
4790,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,169,9,20,Loss,Jadeja,2036-05-11
4791,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,193,6,20,Loss,MS Dhoni,2036-05-12
4792,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,190,9,20,Loss,Jadeja,2036-05-13
4793,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,215,10,20,Loss,Rohit Sharma,2036-05-14
4794,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,142,9,20,Win,Rohit Sharma,2036-05-15
4795,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,194,7,20,Win,MS Dhoni,2036-05-16
4796,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,165,6,20,Loss,Rohit Sharma,2036-05-17
4797,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,126,9,20,Win,Rohit Sharma,2036-05-18
4798,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,185,8,20,Loss,MS Dhoni,2036-05-19
4799,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,204,6,20,Win,Rohit Sharma,2036-05-20
4800,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,144,4,20,Win,Bumrah,2036-05-21
4801,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,213,10,20,Loss,Jadeja,2036-05-22
4802,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,201,9,20,Win,Bumrah,2036-05-23
4803,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,178,9,20,Win,Jadeja,2036-05-24
4804,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,133,6,20,Loss,Jadeja,2036-05-25
4805,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,168,3,20,Loss,Rohit Sharma,2036-05-26
4806,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,134,3,20,Loss,Jadeja,2036-05-27
4807,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,151,8,20,Win,MS Dhoni,2036-05-28
4808,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,219,7,20,Loss,MS Dhoni,2036-05-29
4809,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,144,3,20,Win,Bumrah,2036-05-30
4810,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,171,5,20,Loss,Jadeja,2036-05-31
4811,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,139,10,20,Win,MS Dhoni,2036-06-01
4812,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,140,6,20,Loss,MS Dhoni,2036-06-02
4813,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,142,8,20,Loss,Bumrah,2036-06-03
4814,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,186,10,20,Win,Rohit Sharma,2036-06-04
4815,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,151,3,20,Loss,Jadeja,2036-06-05
4816,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,180,7,20,Win,Bumrah,2036-06-06
4817,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,219,8,20,Loss,Bumrah,2036-06-07
4818,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,172,8,20,Win,MS Dhoni,2036-06-08
4819,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,181,6,20,Win,MS Dhoni,2036-06-09
4820,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,121,9,20,Win,Jadeja,2036-06-10
4821,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,195,4,20,Win,Rohit Sharma,2036-06-11
4822,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,157,3,20,Win,Bumrah,2036-06-12
4823,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,125,4,20,Win,MS Dhoni,2036-06-13
4824,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,138,9,20,Win,Jadeja,2036-06-14
4825,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,177,10,20,Win,Bumrah,2036-06-15
4826,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,199,5,20,Loss,Rohit Sharma,2036-06-16
4827,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,153,5,20,Win,MS Dhoni,2036-06-17
4828,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,202,9,20,Loss,Bumrah,2036-06-18
4829,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,218,6,20,Win,Jadeja,2036-06-19
4830,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,161,3,20,Loss,Rohit Sharma,2036-06-20
4831,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,184,5,20,Loss,MS Dhoni,2036-06-21
4832,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,189,6,20,Loss,Rohit Sharma,2036-06-22
4833,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,206,7,20,Win,Rohit Sharma,2036-06-23
4834,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,182,5,20,Loss,Rohit Sharma,2036-06-24
4835,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,191,4,20,Win,MS Dhoni,2036-06-25
4836,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,140,10,20,Loss,MS Dhoni,2036-06-26
4837,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,169,5,20,Win,MS Dhoni,2036-06-27
4838,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,197,8,20,Loss,MS Dhoni,2036-06-28
4839,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,182,6,20,Win,Jadeja,2036-06-29
4840,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,188,5,20,Loss,Jadeja,2036-06-30
4841,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,214,5,20,Win,Rohit Sharma,2036-07-01
4842,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,161,5,20,Win,Bumrah,2036-07-02
4843,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,190,9,20,Loss,Jadeja,2036-07-03
4844,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,164,3,20,Win,Bumrah,2036-07-04
4845,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,205,8,20,Loss,Jadeja,2036-07-05
4846,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,170,9,20,Win,MS Dhoni,2036-07-06
4847,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,171,4,20,Loss,Jadeja,2036-07-07
4848,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,161,10,20,Win,MS Dhoni,2036-07-08
4849,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,171,10,20,Win,MS Dhoni,2036-07-09
4850,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,213,7,20,Win,MS Dhoni,2036-07-10
4851,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,189,3,20,Loss,Bumrah,2036-07-11
4852,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,122,5,20,Win,Rohit Sharma,2036-07-12
4853,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,193,10,20,Loss,Bumrah,2036-07-13
4854,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,135,7,20,Loss,Bumrah,2036-07-14
4855,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,121,7,20,Loss,Rohit Sharma,2036-07-15
4856,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,200,10,20,Win,Jadeja,2036-07-16
4857,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,125,6,20,Win,Rohit Sharma,2036-07-17
4858,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,216,6,20,Win,Rohit Sharma,2036-07-18
4859,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,121,4,20,Win,Bumrah,2036-07-19
4860,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,167,10,20,Loss,Jadeja,2036-07-20
4861,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,155,3,20,Win,Jadeja,2036-07-21
4862,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,204,8,20,Loss,Jadeja,2036-07-22
4863,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,150,5,20,Win,Jadeja,2036-07-23
4864,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,207,9,20,Win,Jadeja,2036-07-24
4865,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,162,5,20,Win,Bumrah,2036-07-25
4866,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,164,9,20,Loss,Rohit Sharma,2036-07-26
4867,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,170,4,20,Loss,MS Dhoni,2036-07-27
4868,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,191,3,20,Win,Rohit Sharma,2036-07-28
4869,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,175,10,20,Loss,MS Dhoni,2036-07-29
4870,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,148,3,20,Loss,Jadeja,2036-07-30
4871,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,181,4,20,Win,MS Dhoni,2036-07-31
4872,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,220,6,20,Win,Rohit Sharma,2036-08-01
4873,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,136,10,20,Loss,Bumrah,2036-08-02
4874,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,209,8,20,Win,MS Dhoni,2036-08-03
4875,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,176,6,20,Loss,MS Dhoni,2036-08-04
4876,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,138,5,20,Loss,MS Dhoni,2036-08-05
4877,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,184,3,20,Win,Bumrah,2036-08-06
4878,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,189,4,20,Loss,Rohit Sharma,2036-08-07
4879,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,129,8,20,Win,Jadeja,2036-08-08
4880,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,175,9,20,Loss,Bumrah,2036-08-09
4881,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,182,5,20,Loss,Rohit Sharma,2036-08-10
4882,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,126,10,20,Loss,MS Dhoni,2036-08-11
4883,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,120,6,20,Loss,Bumrah,2036-08-12
4884,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,146,4,20,Win,Rohit Sharma,2036-08-13
4885,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,120,5,20,Win,MS Dhoni,2036-08-14
4886,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,150,4,20,Win,Rohit Sharma,2036-08-15
4887,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,153,5,20,Loss,Rohit Sharma,2036-08-16
4888,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,189,7,20,Win,Rohit Sharma,2036-08-17
4889,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,161,4,20,Loss,Rohit Sharma,2036-08-18
4890,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,120,9,20,Loss,MS Dhoni,2036-08-19
4891,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,153,3,20,Loss,Bumrah,2036-08-20
4892,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,122,8,20,Win,Bumrah,2036-08-21
4893,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,138,10,20,Loss,Jadeja,2036-08-22
4894,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,158,5,20,Loss,Jadeja,2036-08-23
4895,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,122,6,20,Loss,Bumrah,2036-08-24
4896,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,219,6,20,Win,Jadeja,2036-08-25
4897,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,7,20,Win,Rohit Sharma,2036-08-26
4898,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,183,6,20,Loss,Jadeja,2036-08-27
4899,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,123,7,20,Win,Bumrah,2036-08-28
4900,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,168,8,20,Loss,Bumrah,2036-08-29
4901,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,165,3,20,Loss,MS Dhoni,2036-08-30
